index,artist_id,artist_name,track_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity
146,3,Sarah Geronimo,Misteryo - Live,8.95181,5.33892,3.68392,1.00001,2.09854,5.43919,1.08333,6.04116,3.71371,4.06186
147,3,Sarah Geronimo,Your Universe - Live,4.64157,6.42585,4.83721,1.03492,1.67062,4.6931,1.29406,7.2736,4.5269,3.96907
148,3,Sarah Geronimo,Ganito - Live,6.9006,3.13568,3.63887,1,1.69799,4.78889,1.10728,3.02515,2.90964,3.96907
149,3,Sarah Geronimo,The Great Unknown - Live,7.36145,4.92765,2.83697,1,1.83394,5.02456,1.07759,4.99742,1.72,3.87629
150,3,Sarah Geronimo,Tagu-Taguan - Live,7.41566,6.67066,4.84622,1.00003,1.90693,4.83833,1.8295,3.50557,3.25685,3.87629
151,3,Sarah Geronimo,Ikot-Ikot - Live,3.60241,6.29855,5.66614,1.00005,1.7573,5.41702,1.12261,6.04116,3.67716,3.96907
152,3,Sarah Geronimo,Isa Pang Araw - Live,7.20783,5.82853,5.4499,1,2.63686,5.01287,1.32854,5.95718,4.08832,4.06186
153,3,Sarah Geronimo,Tala - Live,1.01473,4.97661,8.33313,1.1304,1.88869,7.15318,1.89655,3.97946,2.60812,4.06186
154,3,Sarah Geronimo,Ganito,3.83735,3.45882,4.58493,1,1.76551,5.36123,1.06513,2.9814,2.75431,4.34021
155,3,Sarah Geronimo,Sandata,3.35843,5.01578,8.42323,7.7386,2.31752,5.76103,1.06992,7.17542,4.81015,3.96907
156,3,Sarah Geronimo,Baka Sakali,4.84036,4.14427,7.48618,1.00021,3.49453,6.38034,1.64368,3.50698,6.90254,3.87629
157,3,Sarah Geronimo,Interlude,9.6747,3.45882,2.67479,1.00004,1.96168,4.48368,1.11782,2.39093,1.99594,2.76289
158,3,Sarah Geronimo,My Love,7.16265,4.43804,5.37782,1,3.15693,5.23624,1.21169,2.8906,3.97868,2.76289
159,3,Sarah Geronimo,Tagu-Taguan,6.8012,7.6205,5.54,1.03994,1.88869,5.53644,1.23946,3.50698,3.34822,2.85567
160,3,Sarah Geronimo,Hingang Malalim,9.68373,3.44903,4.43176,1.02179,2.08942,5.22534,1.09004,3.49616,3.51269,2.76289
161,3,Sarah Geronimo,Duyan,5.62651,5.67185,6.17972,1,2.73723,6.72032,1.22797,7.36764,7.1401,6.19588
162,3,Sarah Geronimo,Feels Good,8.58133,4.88848,4.49483,1,1.74544,5.05651,1.12548,4.88324,3.3665,3.04124
